Applicant ID,Position,Application Date,Stage Name,Applicant Status,OwnerName,Country,Applicant Name,Salary Expectations
4462,Operations Manager,7/22/2019,Profile review,lost,Stuart Bloom,Netherlands,Nick  Kovalevska,$800
4463,Link Building And Outreach Specialist,7/22/2019,Test task,lost,Stuart Bloom,France,Sergey  Fortune,$500
4464,Operations Manager,7/22/2019,Profile review,lost,Stuart Bloom,India,M.suleman  Martynenko,"$1,000"
4466,Data Analyst,7/22/2019,Profile review,lost,Leonard Hofstadter,Brazil,Priyanka  Klacz,"$2,900"
4467,Full Stack Engineer,7/22/2019,Profile review,lost,Sheldon Cooper,Poland,Mikhail  Plevako,"$3,900"
4468,Recruiter,7/22/2019,Test task,lost,Leonard Hofstadter,Ukraine,Alexander  Bieliakov,"$1,200"
4469,Operations Manager,7/22/2019,Profile review,lost,Stuart Bloom,Canada,Eugene  Antnonova,"$4,200"
4470,Recruiter,7/22/2019,Test task,lost,Leonard Hofstadter,France,Larisa   Kolodochka,"$1,000"
4471,Link Building And Outreach Specialist,7/22/2019,Profile review,lost,Stuart Bloom,Netherlands,Mukesh Kumar  Jankowska,$500
4457,Operations Manager,7/21/2019,Profile review,lost,Stuart Bloom,Poland,Nikita   Barnaś,"$4,200"
4458,Link Building And Outreach Specialist,7/21/2019,Profile review,lost,Stuart Bloom,United Kingdom,Tatyana   Sharma,$200
4453,Recruiter,7/20/2019,Profile review,lost,Stuart Bloom,Brazil,Roman  Sulimova,"$2,300"
4454,Link Building And Outreach Specialist,7/20/2019,Profile review,lost,Stuart Bloom,Germany,Javier  Pipita,$500
4455,Link Building And Outreach Specialist,7/20/2019,Profile review,lost,Stuart Bloom,Ukraine,Suebpong  AYOOLA,"$1,000"
4456,Full Stack Node JS Engineer,7/20/2019,Application,lost,Leslie Winkle,India,Valerii   Augustyn,$800
4448,Operations Manager,7/19/2019,Profile review,lost,Stuart Bloom,Sweeden,alperen  Vasylyeva,"$2,300"
4452,Junior Designer,7/19/2019,Profile review,lost,Sheldon Cooper,France,Olena  Filkovskyi,$600
4432,Operations Manager/Project Manager,7/18/2019,Profile review,lost,Stuart Bloom,Poland,David Iakobidze  Wold,"$2,600"
4439,Link Building And Outreach Specialist,7/18/2019,Profile review,lost,Stuart Bloom,Netherlands,Bimo  Negrín,$300
4440,Link Building And Outreach Specialist,7/18/2019,Test task,lost,Stuart Bloom,Canada,Scott  Ievdokymenko,$700
4441,Full Stack Engineer,7/18/2019,Test task,lost,Leslie Winkle,France,Antonina  Saleh,$300
4442,Data Analyst,7/18/2019,Test task,lost,Leonard Hofstadter,South Korea,Yulia  Pnivchuk,$900
4443,Link Building And Outreach Specialist,7/18/2019,Profile review,lost,Stuart Bloom,Netherlands,Tim  Dunn,$400
4444,Link Building And Outreach Specialist,7/18/2019,Test task,lost,Stuart Bloom,Poland,Joshua  Bessonova,$500
4446,Link Building And Outreach Specialist,7/18/2019,Profile review,lost,Stuart Bloom,Netherlands,Jamie   Hrynchuk,"$3,500"
4414,Link Building And Outreach Specialist,7/17/2019,Profile review,lost,Stuart Bloom,France,Anna   Bezuhla,"$1,100"
4416,Recruiter,7/17/2019,Profile review,lost,Stuart Bloom,Spain,Patrick   Shyringovska,"$1,400"
4424,Full Stack Node JS Engineer,7/17/2019,Offer,lost,Leslie Winkle,Singapore,Ana   Ronenko,"$2,400"
4429,Link Building And Outreach Specialist,7/17/2019,Profile review,lost,Stuart Bloom,Sweeden,Elena  Iliew,$700
4430,Operations Manager,7/17/2019,Profile review,lost,Stuart Bloom,United States,Igor  Blair,$700
4368,Data Analyst,7/16/2019,Profile review,lost,Leonard Hofstadter,Poland,Olha  Kachmaryk,"$1,200"
4370,Operations Manager,7/16/2019,Profile review,lost,Stuart Bloom,India,Rick  Larina,"$1,000"
4383,Data Analyst,7/16/2019,Test task,lost,Leonard Hofstadter,France,Anita  Gustavo Veiga,"$1,600"
4384,Product Manager,7/16/2019,Test task,lost,Sheldon Cooper,France,Vladyslav  Chikhiro,"$2,000"
4408,Link Building And Outreach Specialist,7/16/2019,Test task,lost,Stuart Bloom,Netherlands,Przemek  Motsukh,"$1,300"
4410,Full Stack Engineer,7/16/2019,Application,lost,Leslie Winkle,France,Arushi  Athimoolam,"$6,000"
4411,Data Analyst,7/16/2019,Profile review,lost,Leonard Hofstadter,South Korea,Olga  Truskavetska,$800
4412,Recruiter,7/16/2019,Test task,lost,Leonard Hofstadter,United Kingdom,Vladislav  Rodionova,"$1,600"
4358,Full Stack Engineer,7/15/2019,Test task,lost,Sheldon Cooper,Germany,Viktoriia  Dudzińska,"$2,900"
4359,Recruiter,7/15/2019,Profile review,lost,Stuart Bloom,Poland,Magdalena  Dhalkari Dhalkari,"$1,900"
4361,Operations Manager,7/15/2019,Profile review,lost,Stuart Bloom,Poland,Cher  Geval,"$1,100"
4362,Operations Manager,7/15/2019,Profile review,lost,Stuart Bloom,Singapore,Patrycja  Mozolevskaya,"$1,600"
4363,Operations Manager,7/15/2019,Test task,lost,Stuart Bloom,France,Fagun  Conti,"$4,200"
4364,Full Stack Node JS Engineer,7/15/2019,Application,lost,Leslie Winkle,India,Mykhailo  Klimek,"$3,900"
4355,Full Stack Node JS Engineer,7/14/2019,Test task,lost,Leslie Winkle,United Kingdom,Harshal    Rai,"$1,000"
4356,Data Analyst,7/14/2019,Test task,lost,Leonard Hofstadter,France,Azamat  Kovero,"$2,300"
4357,Recruiter,7/14/2019,Profile review,lost,Stuart Bloom,United Kingdom,Dmitry  Portugalskaya,"$1,800"
4354,Full Stack Engineer,7/13/2019,Test task,lost,Leslie Winkle,India,Robert  Butova,"$2,000"
4350,Link Building And Outreach Specialist,7/12/2019,Profile review,lost,Stuart Bloom,United Kingdom,Mayuri  Hanko,"$6,000"
4351,Recruiter,7/12/2019,Profile review,lost,Stuart Bloom,United Kingdom,Egor  Marchenko,$800
4352,Link Building And Outreach Specialist,7/12/2019,Prescreen call,lost,Stuart Bloom,Canada,Lina   Patel,$800
4353,Operations Manager,7/12/2019,Profile review,lost,Stuart Bloom,South Korea,Serhiy  Usachev,$700
4340,Data Analyst,7/11/2019,Profile review,lost,Leonard Hofstadter,Singapore,Hanna  Krociel,"$1,000"
4347,Data Analyst,7/11/2019,Profile review,lost,Leonard Hofstadter,Singapore,Diego   Reshetnik,$500
4348,Operations Manager,7/11/2019,Test task,lost,Stuart Bloom,France,Nataliia  Murphy,$700
4315,Front-End Developer,7/10/2019,Test task,lost,Leslie Winkle,Netherlands,Ulan  Khomyarchuk,"$2,200"
4316,Data Analyst,7/10/2019,Profile review,lost,Leonard Hofstadter,Poland,Mary  wisniowski,"$1,600"
4323,Data Analyst,7/10/2019,Profile review,lost,Leonard Hofstadter,Germany,Michael  Omelchenko,$700
4324,Data Analyst,7/10/2019,Profile review,lost,Leonard Hofstadter,United States,Denis  Siddique Parhyar,"$1,300"
4325,Data Analyst,7/10/2019,Profile review,lost,Leonard Hofstadter,India,Koshlendra  Baranovska,"$1,000"
4338,Operations Manager,7/10/2019,Test task,lost,Stuart Bloom,South Korea,Siddhartha  Simmons,$700
4339,Front-End Developer,7/10/2019,Test task,lost,Leslie Winkle,Brazil,Aaron Noel De  Atamanyuk,"$1,600"
4302,Operations Manager,7/9/2019,Profile review,lost,Stuart Bloom,Singapore,Diógenes  Kondrashyna,"$2,600"
4303,Full Stack Engineer,7/9/2019,Test task,lost,Leslie Winkle,Spain,Robert  Ignasik,"$1,300"
4304,Data Analyst,7/9/2019,Profile review,lost,Leonard Hofstadter,Canada,Jakub  Narayan Timilsina,"$1,000"
4305,Recruiter,7/9/2019,RPI,lost,Leonard Hofstadter,United Kingdom,Tihmene Hordii,"$1,600"
4306,Data Analyst,7/9/2019,Profile review,lost,Leonard Hofstadter,Germany,andrey  Saez Gallego,"$2,200"
4309,Operations Manager,7/9/2019,Full Day,open,Stuart Bloom,Ukraine,Olha  Parmar,"$2,000"
4311,Recruiter,7/9/2019,Profile review,lost,Stuart Bloom,Ukraine,Denys  Korobochkina,$500
4312,Full Stack Engineer,7/9/2019,Application,lost,Leslie Winkle,India,Anna  Florek,"$2,500"
4313,Full Stack Engineer,7/9/2019,Test task,lost,Sheldon Cooper,South Korea,Sylwia   Andrews,"$1,000"
4314,Data Analyst,7/9/2019,Profile review,lost,Leonard Hofstadter,South Korea,Artem  Borys,$700
4295,Link Building And Outreach Specialist,7/8/2019,Prescreen call,lost,Stuart Bloom,Germany,Dmitriy  Tierieshchienko,$500
4297,Recruiter,7/8/2019,Test task,lost,Leonard Hofstadter,Ukraine,Anna   Chimombe,$700
4299,Front-End Developer,7/8/2019,Test task,lost,Leslie Winkle,Germany,Aleksandra  Cali,"$2,100"
4300,Operations Manager,7/8/2019,Test task,lost,Stuart Bloom,Netherlands,Arkadiy   Waterman,"$1,000"
4301,Full Stack Node JS Engineer,7/8/2019,Profile review,lost,Leslie Winkle,Canada,Jakub  Shevchenko,"$4,200"
4287,Recruiter,7/7/2019,Offer,won,Leonard Hofstadter,Sweeden,Ivan  Filatov,"$1,000"
4288,Operations Manager,7/7/2019,Profile review,lost,Stuart Bloom,France,Halyna   Kumar,"$1,600"
4289,Operations Manager,7/7/2019,Test task,lost,Stuart Bloom,Germany,Denys  Bratkovskaya,"$1,000"
4290,Front-End Developer,7/7/2019,Application,lost,Leslie Winkle,Ukraine,Anton  Pohrebniyak,"$3,300"
4284,Data Analyst,7/6/2019,Profile review,lost,Leonard Hofstadter,France,Vitaly  Hundeyin,"$1,000"
4285,Data Analyst,7/6/2019,Profile review,lost,Leonard Hofstadter,Singapore,Hanna  Stavrianaki,"$1,300"
4286,Data Analyst,7/6/2019,Profile review,lost,Leonard Hofstadter,Canada,Karina  Honcharuk,$500
4274,Operations Manager,7/5/2019,Profile review,lost,Stuart Bloom,Singapore,Katarzyna  Saleh,"$1,100"
4275,Data Analyst,7/5/2019,Profile review,lost,Leonard Hofstadter,Ukraine,Aleksandra  Sushchuk,"$2,900"
4276,Data Analyst,7/5/2019,Test task,lost,Leonard Hofstadter,France,Elnur  Zak,"$1,600"
4277,Data Analyst,7/5/2019,Profile review,lost,Leonard Hofstadter,Spain,Aiyub   Burdenyuk,"$2,000"
4278,Recruiter,7/5/2019,Test task,lost,Leonard Hofstadter,Brazil,Mary   Chimombe,"$1,300"
4279,Link Building And Outreach Specialist,7/5/2019,Profile review,lost,Stuart Bloom,South Korea,Denis  SINHA,$400
4280,Front-End Developer,7/5/2019,Test task,lost,Leslie Winkle,Netherlands,Kalpit  Koshyk,"$1,600"
4282,Operations Manager,7/5/2019,Test task,lost,Stuart Bloom,Canada,Hanna   Kret,"$2,000"
4283,Full Stack Engineer,7/5/2019,Application,lost,Leslie Winkle,Poland,Philip  Belbachir,"$2,900"
4255,Full Stack Node JS Engineer,7/4/2019,Test task,lost,Leslie Winkle,South Korea,Valeriya  Levada,"$2,300"
4256,Front-End Developer,7/4/2019,RPI,lost,Leslie Winkle,Germany,Aman  Martynenko,"$1,100"
4257,Data Analyst,7/4/2019,Test task,lost,Leonard Hofstadter,Canada,Larry  Hall,"$2,000"
4258,Recruiter,7/4/2019,Profile review,lost,Stuart Bloom,Netherlands,Marcos  Casimiro,"$2,000"
4265,Operations Manager,7/4/2019,Test task,lost,Stuart Bloom,Poland,Ashish  Tokar,"$1,600"
4266,Operations Manager,7/4/2019,Profile review,lost,Stuart Bloom,South Korea,Oleksandra  Biely,"$3,300"
4268,Operations Manager,7/4/2019,Full Day,lost,Stuart Bloom,United Kingdom,Willian Gustavo  Hassan Hassan,"$2,000"
4269,Recruiter,7/4/2019,Profile review,lost,Raj Koothrappali,Ukraine,Andrii  Majewski,"$3,300"
4270,Front-End Developer,7/4/2019,Test task,lost,Leslie Winkle,Netherlands,Chaz  Iliew,"$1,200"
4233,Front-End Developer,7/3/2019,Application,lost,Leslie Winkle,France,Aleksandra  Ruchała,$400
4250,Data Analyst,7/3/2019,Test task,lost,Leonard Hofstadter,United States,Andrii  Kovero,"$1,300"
4251,Front-End Developer,7/3/2019,Application,lost,Leslie Winkle,United States,Vira    Obrzut,"$2,500"
4252,Front-End Developer,7/3/2019,Application,lost,Leslie Winkle,Singapore,Uri  Abyzov,"$6,000"
4253,Front-End Developer,7/3/2019,Application,lost,Leslie Winkle,Brazil,Tomasz  Walczak,$700
4254,Full Stack Node JS Engineer,7/3/2019,Application,lost,Leslie Winkle,United Kingdom,Karolina  Nwanganga,"$1,000"
4213,Operations Manager,7/2/2019,Profile review,lost,Stuart Bloom,Ukraine,Andriy   Gupta,$800
4215,Operations Manager,7/2/2019,Profile review,lost,Stuart Bloom,Canada,Alessandro  Snelson,"$1,300"
4216,Front-End Developer,7/2/2019,Test task,lost,Leslie Winkle,United Kingdom,Ranjeeta   Pacholczyk,"$1,600"
4217,Recruiter,7/2/2019,Profile review,lost,Raj Koothrappali,Ukraine,Olga  N,$800
4228,Operations Manager,7/2/2019,Profile review,lost,Stuart Bloom,Poland,Mariia  Naidenko,"$1,400"
4229,Operations Manager,7/2/2019,Test task,lost,Stuart Bloom,United States,Arkadiy  Maximov,$800
4231,Operations Manager,7/2/2019,Test task,lost,Stuart Bloom,Brazil,Tomasz  Bondarets,"$2,000"
4232,Recruiter,7/2/2019,Prescreen call,lost,Raj Koothrappali,South Korea,Natalia   Zdybel,"$1,400"
4201,Front-End Developer,7/1/2019,Application,lost,Leslie Winkle,Netherlands,Alvaro  Gavryshchuk,"$1,500"
4202,Recruiter,7/1/2019,Test task,lost,Raj Koothrappali,Ukraine,Andrei  Mandzak,"$1,000"
4203,Front-End Developer,7/1/2019,Application,lost,Leslie Winkle,United Kingdom,Vadim   Mikhalevskaya,$300
4205,Operations Manager,7/1/2019,Profile review,lost,Stuart Bloom,United States,Nab D  Geval,"$2,000"
4189,Recruiter,6/30/2019,Prescreen call,lost,Stuart Bloom,Germany,Anton   Jesus,"$1,600"
4190,Product Designer,6/30/2019,Application,open,Howard Wolowitz,Singapore,Olga  Korneiko,"$2,400"
4188,Full Stack Engineer,6/29/2019,Application,lost,Leslie Winkle,Germany,Paweł  Babenko,"$2,000"
4129,Recruiter,6/27/2019,Profile review,lost,Raj Koothrappali,United States,Kalpit  Gafinov,"$2,000"
4162,Full Stack Node JS Engineer,6/27/2019,Application,lost,Leslie Winkle,Netherlands,Igor  tsitsyura,$500
4083,Recruiter,6/26/2019,Profile review,lost,Raj Koothrappali,South Korea,Andrew   khan,"$2,300"
4120,Recruiter,6/26/2019,Test task,lost,Raj Koothrappali,Canada,Christos  Jimenez,"$1,300"
4056,Full Stack Engineer,6/25/2019,Application,lost,Leslie Winkle,Ukraine,Mahmoud  Mahato,"$1,000"
4066,Full Stack Engineer,6/25/2019,Application,lost,Leslie Winkle,Spain,Aleksander  Kucherenko,"$1,000"
4027,Recruiter,6/24/2019,Profile review,lost,Stuart Bloom,Canada,Ayyaz  Moroz,"$1,200"
4053,Recruiter,6/24/2019,Profile review,lost,Raj Koothrappali,Canada,Krzysztof   Ali muhammed,"$1,000"
4023,Full Stack Node JS Engineer,6/23/2019,Application,lost,Leslie Winkle,Sweeden,Artem  Yevstratenko,"$1,600"
4024,Recruiter,6/23/2019,Profile review,lost,Raj Koothrappali,India,Roman   Jain,$600
4025,Front-End Developer,6/23/2019,Application,lost,Leslie Winkle,France,Mikhail  Omurbekov,"$2,300"
4022,Full Stack Engineer,6/22/2019,Application,lost,Leslie Winkle,Netherlands,Andriy  Lyakh,"$5,200"
4015,Recruiter,6/21/2019,Profile review,lost,Raj Koothrappali,France,karthikeyan  Lisovol,"$1,600"
4017,Recruiter,6/21/2019,Profile review,lost,Raj Koothrappali,South Korea,Junaid    Yu,"$2,000"
4018,Full Stack Engineer,6/21/2019,Application,lost,Leslie Winkle,Poland,Monika  Govindamma,"$6,500"
4012,Recruiter,6/20/2019,Test task,lost,Raj Koothrappali,Spain,Delton  Mishchenko,"$1,200"
4013,Recruiter,6/20/2019,Profile review,lost,Raj Koothrappali,India,Alicja  Vladymyrov,"$1,600"
4014,Recruiter,6/20/2019,Profile review,lost,Raj Koothrappali,Sweeden,Kate   Kucher,"$1,300"
4008,Full Stack Node JS Engineer,6/19/2019,Application,lost,Leslie Winkle,United States,Natalia  Sereda,"$1,000"
4010,Front-End Developer,6/19/2019,Application,lost,Leslie Winkle,Spain,Aaron Noel De  Gupta,"$6,000"
4011,Recruiter,6/19/2019,Profile review,lost,Raj Koothrappali,Spain,Ganna  Pervykh,"$1,200"
4006,Recruiter,6/18/2019,Test task,lost,Raj Koothrappali,Spain,Anastasiia  Zubchenko,"$1,300"
4002,Recruiter,6/17/2019,Profile review,lost,Raj Koothrappali,Singapore,Tania  Baskar,$800
4005,Front-End Developer,6/17/2019,Application,lost,Leslie Winkle,Netherlands,Dmytro  Maruniak,"$6,000"
3999,Recruiter,6/16/2019,Test task,lost,Raj Koothrappali,Germany,Karina  Estrella Estrella - Sieczkowska,$700
4000,Data Analyst,6/16/2019,Application,lost,Leslie Winkle,Poland,Viktoriia   Merkieieva,"$6,000"
4001,Front-End Developer,6/16/2019,Application,lost,Leslie Winkle,France,Ibrahim   Pankratov,"$2,600"
3996,Full Stack Engineer,6/14/2019,Application,lost,Leslie Winkle,Poland,Ibrahim   Shaposhnikov,"$2,000"
3997,Front-End Developer,6/14/2019,Application,lost,Leslie Winkle,India,Carlos  Klacz,$400
3998,Recruiter,6/14/2019,Test task,lost,Raj Koothrappali,France,Yuriy  Strukov,$800
3991,Data Analyst,6/13/2019,Application,lost,Leslie Winkle,Netherlands,Paulina  Ludwin,"$2,000"
3992,Data Analyst,6/13/2019,Application,lost,Leslie Winkle,Poland,Raghu  Ciarniello,"$1,000"
3993,Recruiter,6/13/2019,Profile review,lost,Raj Koothrappali,Singapore,Eryk  ilile,"$2,000"
3994,Front-End Developer,6/13/2019,Test task,lost,Leslie Winkle,Poland,Iryna   Szczęsny,"$1,300"
3982,Front-End Developer,6/12/2019,Application,lost,Leslie Winkle,Sweeden,Katarzyna  HANDZEL,"$3,300"
3983,Recruiter,6/12/2019,Profile review,lost,Raj Koothrappali,France,Victoria  Pancheshnyy,"$6,000"
3984,Data Analyst,6/12/2019,Application,lost,Leslie Winkle,United Kingdom,Mykhaylo   Martynenko,"$1,600"
3985,Recruiter,6/12/2019,Test task,lost,Leslie Winkle,Ukraine,Jesus  Filipko,"$1,400"
3986,Product Manager,6/12/2019,Application,lost,Sheldon Cooper,Ukraine,Oluwafemi  Trukhan,"$1,000"
3987,Data Analyst,6/12/2019,Application,lost,Leslie Winkle,United States,utkarsh   Duda,"$3,300"
3988,Data Analyst,6/12/2019,Application,lost,Leslie Winkle,Poland,Iryna  Rajib Hassan,"$1,000"
3989,Product Manager,6/12/2019,Application,lost,Sheldon Cooper,Spain,Daria  Mylkus,"$6,000"
3990,Product Manager,6/12/2019,Application,lost,Sheldon Cooper,India,Mariusz  Vladymyrov,"$5,600"
3975,Data Analyst,6/11/2019,Application,lost,Leslie Winkle,Netherlands,Oksana  taha mohamed taha,"$2,900"
3976,Data Analyst,6/11/2019,Test task,lost,Leslie Winkle,United States,Chaita  Pidtykan,"$1,500"
3977,Full Stack Engineer,6/11/2019,Profile review,lost,Sheldon Cooper,Netherlands,Mariusz  Beliyeva,"$6,500"
3978,Data Analyst,6/11/2019,Application,lost,Leslie Winkle,Ukraine,Anton  Kozłowski,$700
3979,Data Analyst,6/11/2019,Application,lost,Leslie Winkle,Canada,Viacheslav  Kompaniets,"$1,000"
3980,Recruiter,6/11/2019,Profile review,lost,Raj Koothrappali,Brazil,Anatolii  Bibik,"$3,300"
3962,Front-End Developer,6/10/2019,Application,lost,Leslie Winkle,Spain,Sebastian  Rajan,$100
3963,Recruiter,6/10/2019,Test task,lost,Leslie Winkle,Spain,Dmitry  Yankovska,$800
3964,Front-End Developer,6/10/2019,Application,lost,Leslie Winkle,United Kingdom,Farid  Siwek,"$3,900"
3965,Product Manager,6/10/2019,Application,open,Howard Wolowitz,South Korea,Eva  Kliś,"$2,700"
3966,Data Analyst,6/10/2019,Application,lost,Leslie Winkle,Sweeden,Kemal  Kubacka,"$3,900"
3967,Front-End Developer,6/10/2019,Application,lost,Leslie Winkle,United States,Mariia  kukani,"$1,300"
3968,Recruiter,6/10/2019,Profile review,lost,Raj Koothrappali,Poland,Suren  Tereshenko,"$1,000"
3969,Product Manager,6/10/2019,Application,open,Howard Wolowitz,Ukraine,Janusz  Volkova,"$2,300"
3970,Data Analyst,6/10/2019,Application,lost,Leslie Winkle,United States,Oleksandr  Kumar,"$8,500"
3973,Product Manager,6/10/2019,Application,open,Howard Wolowitz,United States,Agustín  Kosorukov,"$2,600"
3974,Data Analyst,6/10/2019,Application,lost,Leslie Winkle,Ukraine,Tamir  Mota,"$6,000"
3958,Recruiter,6/9/2019,Prescreen call,lost,Leslie Winkle,Netherlands,Dmytro  Yachnytskyi,"$1,400"
3959,Full Stack Engineer,6/9/2019,Profile review,lost,Sheldon Cooper,Singapore,Pavlo  Yaroshenko,"$2,400"
3960,Full Stack Engineer,6/9/2019,Test task,lost,Leslie Winkle,Singapore,Vincent  Kaszulanis,"$2,600"
3961,Recruiter,6/9/2019,Test task,lost,Leslie Winkle,United States,Richard  Armens,"$1,600"
3956,Data Analyst,6/8/2019,Application,lost,Leslie Winkle,Ukraine,Nataliia  Gluhovskiy,$500
3957,Recruiter,6/8/2019,Test task,lost,Leslie Winkle,Germany,Brian  Shankar,$700
3953,Recruiter,6/7/2019,Profile review,lost,Raj Koothrappali,Spain,Edyta  Stadnichenko,"$6,000"
3954,Full Stack Engineer,6/7/2019,Full Day,lost,Sheldon Cooper,France,Daryna   Sanchez,"$2,100"
3955,Product Manager,6/7/2019,Application,open,Howard Wolowitz,Singapore,Paulina  Maruffi,"$3,300"
3945,Data Analyst,6/6/2019,Test task,lost,Leslie Winkle,South Korea,Volodymyr  Dudzińska,"$6,000"
3946,Recruiter,6/6/2019,Application,lost,Leslie Winkle,France,Maryna  Polishchuk,"$3,900"
3947,Full Stack Node JS Engineer,6/6/2019,Application,lost,Leslie Winkle,Netherlands,Andrey  Ciarniello,$700
3948,Recruiter,6/6/2019,Profile review,lost,Leslie Winkle,Poland,Shivam Gupta   Chimombe,"$1,600"
3950,Recruiter,6/6/2019,Profile review,lost,Raj Koothrappali,Ukraine,Yevhen  Romanov,"$1,300"
3951,Recruiter,6/6/2019,Application,lost,Leslie Winkle,Germany,Peter  Oriekhova,"$2,100"
3952,Data Analyst,6/6/2019,Application,lost,Leslie Winkle,United States,Nina  Larionov,"$4,700"
3941,Recruiter,6/5/2019,Application,lost,Leslie Winkle,Spain,Kuba  Gavryshchuk,$700
3942,Recruiter,6/5/2019,Application,lost,Leslie Winkle,South Korea,Volodymyr  Holoborodko,"$2,400"
3943,Recruiter,6/5/2019,Application,lost,Leslie Winkle,Singapore,hardik  Moskalenko,"$1,500"
3944,Front-End Developer,6/5/2019,Test task,lost,Leslie Winkle,Singapore,Adebowale  Arosemena,"$1,600"
3933,Data Analyst,6/4/2019,Application,lost,Leslie Winkle,Sweeden,Malhar  Masalsky,"$1,300"
3935,Front-End Developer,6/4/2019,Test task,lost,Leslie Winkle,Canada,Caitlin   Lozano,"$1,500"
3936,Data Analyst,6/4/2019,Test task,lost,Leslie Winkle,United States,Polina  Jankowska,"$1,100"
3937,Recruiter,6/4/2019,Test task,lost,Leslie Winkle,Spain,Elena  Abisai,"$1,000"
3938,People Operations Intern,6/4/2019,Test task,lost,Raj Koothrappali,Singapore,Bimo   Aitchison,$300
3939,Recruiter,6/4/2019,Test task,lost,Leslie Winkle,Sweeden,Mariusz   Mass,"$1,300"
3940,Product Manager,6/4/2019,Application,open,Howard Wolowitz,United States,Arina  Omelchenko,"$1,500"
3922,Chief Operating Officer,6/3/2019,Profile review,lost,Raj Koothrappali,Germany,Kate   Avrakh,"$1,600"
3923,Recruiter,6/3/2019,Application,lost,Raj Koothrappali,Poland,Vladislav  Pankratova,"$1,600"
3924,Full Stack Node JS Engineer,6/3/2019,Test task,lost,Leslie Winkle,Canada,Victoria  Khan,"$2,000"
3925,Recruiter,6/3/2019,Prescreen call,lost,Leslie Winkle,France,Kateryna  Hardubej,"$1,200"
3926,Front-End Developer,6/3/2019,Test task,lost,Leslie Winkle,India,Karolina  Wąsowicz,"$1,300"
3927,Product Manager,6/3/2019,Application,lost,Sheldon Cooper,India,Daria  Klepacki,"$4,400"
3928,Recruiter,6/3/2019,Test task,lost,Leslie Winkle,Spain,Andrei  Foryś,$700
3929,People Operations Intern,6/3/2019,Offer,won,Raj Koothrappali,United Kingdom,Victoria  Ramakrishnan,$300
3930,People Operations Intern,6/3/2019,Offer,won,Raj Koothrappali,Brazil,Alessandro  Shamrai,$300
3931,Front-End Developer,6/3/2019,Culture fit / Skill Matrix,lost,Sheldon Cooper,Netherlands,Anastasiia  Czeczek,"$2,600"
3932,Recruiter,6/3/2019,Profile review,lost,Leslie Winkle,Singapore,Karolina  Tummolo,"$2,000"
3918,Recruiter,6/2/2019,Profile review,lost,Leslie Winkle,Singapore,Kirill  Pidtykan,"$2,000"
3919,Chief Operating Officer,6/2/2019,Profile review,lost,Raj Koothrappali,Canada,Andrey  Gyrenko,"$6,000"
3920,Front-End Developer,6/2/2019,Application,lost,Leslie Winkle,Singapore,Klaudia  Jafarov,"$2,700"
3921,Front-End Developer,6/2/2019,Application,lost,Leslie Winkle,Germany,Klaudia  Gorovoy,"$1,800"
3914,Data Analyst,6/1/2019,Application,lost,Leslie Winkle,Brazil,Brindha  Kucherenko,"$6,000"
3915,Full Stack Engineer,6/1/2019,Culture fit / Skill Matrix,lost,Sheldon Cooper,Canada,Oleksandr  Gilbertson,"$2,900"
3916,Technical Content Writer,6/1/2019,Application,lost,Leslie Winkle,Germany,Shemika  Sharma,$300
3917,Chief Operating Officer,6/1/2019,Profile review,lost,Raj Koothrappali,Brazil,Hassan   Mazhar,"$3,300"
3909,Data Analyst,5/31/2019,Application,lost,Leslie Winkle,Spain,Kostya  Doshi Doshi,"$5,900"
3911,Full Stack Engineer,5/31/2019,Test task,lost,Leslie Winkle,Netherlands,Mikołaj  Jungiewicz,"$1,000"
3912,Operations Manager,5/31/2019,Profile review,lost,Raj Koothrappali,India,Szymon  Filipko,"$1,300"
3905,Full Stack Node JS Engineer,5/30/2019,Test task,lost,Leslie Winkle,South Korea,Alina  Ivantsov,"$1,000"
3906,Operations Manager,5/30/2019,Profile review,lost,Raj Koothrappali,Canada,Sagar  Deev,"$1,300"
3907,Product Manager,5/30/2019,Application,lost,Sheldon Cooper,France,Aleksander  Haleniuk,"$6,000"
3908,Data Analyst,5/30/2019,Application,lost,Leslie Winkle,United Kingdom,Vitaliy  Shumylo,"$6,000"
3895,Operations Manager,5/29/2019,Profile review,lost,Raj Koothrappali,United States,Iuliia  Buka,"$1,600"
3896,Front-End Developer,5/29/2019,Application,lost,Leslie Winkle,Germany,Danny  Bakalo,"$4,600"
3897,Data Analyst,5/29/2019,Test task,lost,Leslie Winkle,France,Liubov  sultan,"$2,300"
3898,Chief Operating Officer,5/29/2019,Profile review,lost,Raj Koothrappali,Ukraine,Viktoriia  Rotuska,"$1,700"
3899,Recruiter,5/29/2019,Application,lost,Leslie Winkle,South Korea,Marrin-Boyd    Bahloul,"$2,300"
3900,Recruiter,5/29/2019,Test task,lost,Leslie Winkle,Spain,Boris  Nizhegorodov,"$1,200"
3901,Operations Manager,5/29/2019,Profile review,lost,Raj Koothrappali,United Kingdom,Timothy  Amanowicz,"$2,300"
3902,Chief Operating Officer,5/29/2019,Profile review,lost,Raj Koothrappali,South Korea,Dominik  Braučs,"$3,300"
3903,Chief Operating Officer,5/29/2019,Profile review,lost,Raj Koothrappali,Sweeden,Anna   KN,"$6,000"
